id,age,job,marital,education,housing,loan_alive
110074,49,blue-collar,married,primary,no,no
110073,50,blue-collar,married,primary,no,no
125523,55,management,married,tertiary,yes,no
115408,31,admin.,single,secondary,yes,no
123655,39,technician,married,tertiary,no,no
123656,35,technician,married,tertiary,no,no
140769,26,student,single,secondary,no,no
103365,53,management,married,tertiary,yes,no
103366,44,blue-collar,married,secondary,yes,no
109115,38,management,divorced,tertiary,no,no
107880,52,blue-collar,married,primary,yes,no
120596,59,retired,married,unknown,no,no
120595,33,management,married,tertiary,no,no
128179,47,blue-collar,married,secondary,yes,no
128180,35,technician,married,secondary,yes,no
115517,54,management,married,primary,yes,no
127979,29,technician,single,secondary,no,no
104944,39,retired,married,tertiary,yes,no
104943,36,admin.,married,secondary,yes,no
144937,27,technician,single,secondary,no,no
135166,31,blue-collar,married,secondary,yes,yes
107260,23,technician,married,secondary,yes,no
127387,39,management,married,secondary,yes,no
127388,45,technician,married,secondary,yes,no
106464,30,management,single,tertiary,yes,no
130902,41,management,married,tertiary,no,no
130901,32,services,married,secondary,yes,no
103235,46,management,single,secondary,yes,no
103618,32,admin.,single,secondary,no,no
126979,39,blue-collar,single,secondary,no,no
133485,51,entrepreneur,married,tertiary,no,no
143961,61,retired,married,secondary,no,no
110467,27,technician,married,secondary,yes,no
110468,31,blue-collar,married,primary,no,no
136112,28,technician,single,secondary,yes,no
121774,33,unemployed,married,tertiary,no,no
110478,44,blue-collar,married,primary,yes,no
108932,54,blue-collar,married,secondary,yes,no
108931,29,blue-collar,married,unknown,yes,no
113880,34,management,married,tertiary,yes,no
135920,58,retired,divorced,secondary,yes,no
139529,40,blue-collar,married,primary,yes,yes
143878,68,retired,married,unknown,no,no
109498,30,management,single,tertiary,no,no
128619,38,technician,single,secondary,yes,no
144943,26,management,single,tertiary,no,no
140715,37,technician,married,secondary,no,no
137498,44,admin.,divorced,tertiary,yes,no
136753,47,services,married,secondary,yes,no
136754,42,management,married,tertiary,no,yes
100283,54,technician,married,tertiary,no,no
100284,58,blue-collar,married,primary,yes,no
113205,29,technician,single,secondary,yes,no
139963,30,management,married,tertiary,no,no
139964,29,blue-collar,married,secondary,no,no
138589,31,technician,single,tertiary,yes,no
126128,44,blue-collar,single,primary,yes,no
127017,50,self-employed,divorced,secondary,yes,yes
100777,42,blue-collar,married,secondary,yes,no
100778,45,management,married,tertiary,yes,no
121328,33,technician,married,secondary,no,yes
121327,33,technician,married,tertiary,no,no
114908,34,services,married,secondary,yes,no
114907,39,services,married,secondary,yes,yes
137476,31,unemployed,married,tertiary,yes,no
132761,37,blue-collar,married,primary,yes,no
132762,49,blue-collar,married,primary,yes,no
102933,42,admin.,married,secondary,no,no
102934,41,services,married,primary,yes,no
121636,35,technician,married,secondary,yes,no
134331,55,technician,single,secondary,no,yes
107217,46,technician,married,secondary,yes,no
107218,44,blue-collar,married,secondary,yes,no
129896,32,admin.,single,secondary,yes,no
124344,34,housemaid,married,tertiary,yes,no
124343,56,retired,married,secondary,no,no
106755,47,technician,married,secondary,yes,no
106756,35,technician,married,secondary,yes,no
121208,46,blue-collar,married,secondary,no,yes
123089,43,technician,married,secondary,no,no
121207,46,management,married,tertiary,no,no
140558,49,management,single,tertiary,yes,no
138291,48,blue-collar,divorced,secondary,yes,no
141462,64,unknown,married,unknown,no,no
121333,49,blue-collar,married,primary,yes,yes
121334,57,blue-collar,married,secondary,no,no
119735,56,blue-collar,married,primary,no,no
119736,56,retired,married,secondary,no,yes
106919,28,student,single,secondary,yes,no
142288,24,student,single,secondary,no,no
116383,60,management,single,tertiary,no,yes
104265,45,blue-collar,married,secondary,yes,no
142723,63,retired,married,secondary,no,no
142724,36,management,married,tertiary,no,no
107573,28,blue-collar,divorced,primary,yes,no
123370,54,management,married,tertiary,no,no
136758,41,blue-collar,married,secondary,yes,yes
138501,33,blue-collar,married,primary,yes,no
135225,32,blue-collar,single,secondary,yes,no
134083,36,management,married,tertiary,yes,no
134084,58,unemployed,married,secondary,yes,no
107049,51,entrepreneur,married,unknown,yes,no
107050,35,blue-collar,married,secondary,yes,no
127168,40,technician,married,secondary,yes,no
127167,31,admin.,married,secondary,yes,no
136275,27,blue-collar,single,secondary,yes,no
125602,35,entrepreneur,married,secondary,yes,no
125601,34,technician,married,secondary,yes,no
115948,33,management,single,tertiary,yes,no
129705,28,technician,single,secondary,no,no
122118,42,management,single,tertiary,no,yes
128033,55,management,married,unknown,no,no
107060,25,blue-collar,married,secondary,yes,no
107059,32,admin.,married,secondary,yes,yes
102504,51,admin.,single,secondary,no,no
112362,44,services,married,secondary,no,yes
112361,47,services,married,secondary,yes,no
142957,25,student,single,secondary,no,no
144726,51,management,single,tertiary,yes,no
131274,26,management,single,secondary,no,yes
140353,31,management,married,tertiary,no,no
140354,50,management,married,tertiary,yes,no
123354,31,management,married,tertiary,no,no
123353,58,self-employed,married,tertiary,no,no
143320,35,unemployed,single,secondary,no,no
127178,31,management,married,tertiary,yes,no
127177,35,management,married,tertiary,yes,yes
138477,39,blue-collar,married,primary,yes,no
122178,34,management,divorced,tertiary,no,no
107094,33,management,married,tertiary,yes,no
126777,52,blue-collar,married,secondary,no,yes
126778,55,entrepreneur,married,tertiary,yes,yes
138788,37,blue-collar,divorced,secondary,yes,no
127664,54,management,married,primary,no,no
127663,32,admin.,married,tertiary,yes,no
108930,29,blue-collar,single,secondary,yes,no
109515,45,self-employed,married,tertiary,no,no
104951,29,admin.,married,secondary,yes,no
139116,21,student,single,tertiary,yes,no
109705,39,technician,single,unknown,no,no
110528,41,management,single,unknown,no,no
125045,41,technician,married,secondary,no,no
100198,50,technician,divorced,tertiary,no,yes
112710,58,blue-collar,divorced,primary,yes,no
108022,41,blue-collar,married,primary,yes,yes
121440,34,technician,divorced,secondary,yes,yes
133063,37,blue-collar,single,secondary,yes,no
140618,33,technician,married,tertiary,no,no
138125,47,admin.,married,secondary,yes,no
144978,27,admin.,married,tertiary,no,no
144977,62,retired,married,secondary,no,no
104841,37,technician,divorced,secondary,no,yes
104953,32,technician,married,secondary,yes,no
125072,52,admin.,divorced,secondary,no,no
111699,36,management,married,secondary,yes,no
126724,34,technician,divorced,secondary,no,no
133617,42,management,divorced,secondary,yes,no
110823,50,blue-collar,married,primary,no,no
110619,38,management,married,tertiary,yes,no
110620,59,retired,married,primary,no,no
123660,30,technician,single,secondary,no,no
133628,37,blue-collar,single,secondary,yes,no
118705,44,housemaid,married,primary,no,no
118706,35,services,married,secondary,yes,no
135409,34,technician,divorced,secondary,yes,no
110242,40,admin.,single,tertiary,no,no
102893,53,management,married,tertiary,yes,no
102894,41,blue-collar,married,secondary,yes,no
122625,32,management,married,tertiary,yes,no
122626,57,housemaid,married,unknown,no,no
105109,39,management,married,tertiary,yes,no
105110,33,services,married,secondary,yes,no
140319,27,technician,single,secondary,no,no
131999,28,blue-collar,married,secondary,yes,no
135356,37,management,single,tertiary,yes,no
116541,56,management,married,unknown,no,no
107789,35,management,single,tertiary,yes,no
110582,46,blue-collar,married,secondary,no,no
110581,59,retired,married,primary,no,no
101273,30,management,single,tertiary,yes,no
107914,33,management,divorced,tertiary,yes,no
109545,46,admin.,married,primary,yes,no
128445,44,unemployed,married,primary,no,no
128446,49,management,married,tertiary,no,no
144852,60,admin.,married,secondary,no,no
108989,47,entrepreneur,divorced,tertiary,no,no
128652,31,blue-collar,single,primary,yes,no
101083,38,blue-collar,married,secondary,yes,yes
101084,31,blue-collar,married,primary,yes,no
141593,40,technician,married,secondary,no,no
106463,30,blue-collar,married,secondary,no,no
106150,32,blue-collar,married,secondary,yes,no
106149,31,blue-collar,married,secondary,yes,yes
121262,51,blue-collar,married,secondary,no,no
104941,34,technician,single,secondary,yes,no
120928,34,management,married,tertiary,yes,no
120691,43,services,married,secondary,no,yes
137120,33,management,divorced,tertiary,yes,no
122350,35,self-employed,married,secondary,yes,yes
122349,49,technician,married,secondary,no,no
133833,51,admin.,single,secondary,yes,no
104142,35,technician,single,secondary,yes,no
139164,34,technician,married,secondary,yes,no
140471,29,management,married,primary,no,no
140472,71,self-employed,married,secondary,no,no
137037,38,services,married,secondary,yes,no
125883,32,services,married,secondary,yes,yes
136280,53,blue-collar,married,secondary,yes,no
136279,44,management,married,secondary,yes,yes
116735,46,management,divorced,secondary,yes,no
120022,54,services,married,secondary,no,no
120021,34,management,married,tertiary,no,no
124965,40,management,married,tertiary,no,no
124966,34,technician,married,tertiary,yes,no
140236,30,admin.,single,secondary,no,yes
123019,44,management,single,secondary,no,no
128426,32,technician,single,tertiary,no,yes
117825,54,services,married,secondary,no,no
117826,34,technician,married,tertiary,no,no
122764,44,management,married,tertiary,no,yes
131041,58,technician,married,primary,no,no
125122,30,management,single,tertiary,no,no
110010,39,blue-collar,single,primary,yes,no
130217,47,blue-collar,divorced,secondary,yes,no
137679,40,technician,married,tertiary,yes,no
137680,43,management,married,primary,yes,no
100794,31,blue-collar,single,secondary,yes,no
111956,51,technician,married,primary,no,no
100408,46,blue-collar,divorced,primary,yes,no
134671,30,technician,single,secondary,yes,yes
109616,38,blue-collar,single,secondary,yes,yes
144987,51,retired,married,secondary,yes,no
144988,42,management,married,tertiary,no,no
101466,37,blue-collar,married,secondary,yes,no
101465,55,blue-collar,married,primary,yes,no
117226,59,admin.,married,secondary,yes,yes
117225,32,technician,married,secondary,yes,yes
115158,38,technician,married,secondary,yes,yes
105082,26,services,single,secondary,yes,no
128191,32,services,single,secondary,no,no
143586,45,admin.,married,secondary,no,no
111506,42,admin.,single,unknown,no,no
133790,19,student,single,secondary,no,no
142135,64,retired,married,primary,no,no
120904,30,management,single,tertiary,yes,no
135584,24,technician,single,secondary,yes,no
136713,39,blue-collar,married,primary,yes,no
138570,38,self-employed,single,tertiary,yes,no
120526,34,management,single,tertiary,yes,no
107588,52,management,divorced,tertiary,yes,no
142837,33,unemployed,single,tertiary,yes,no
139241,31,blue-collar,married,secondary,yes,no
133216,28,self-employed,single,tertiary,yes,no
116285,35,management,divorced,tertiary,no,no
100797,34,services,married,secondary,yes,no
100798,39,management,married,tertiary,yes,no
134188,52,management,married,tertiary,yes,no
125679,35,self-employed,single,tertiary,yes,yes
100818,31,management,divorced,tertiary,yes,no
127429,41,management,married,primary,yes,yes
127430,34,unknown,married,secondary,no,no
126685,31,unemployed,married,primary,no,no
126686,47,blue-collar,married,secondary,yes,no
130316,27,technician,married,secondary,yes,no
107846,30,blue-collar,married,secondary,yes,no
107845,37,blue-collar,married,primary,yes,no
109365,36,blue-collar,single,secondary,yes,yes
129616,38,management,married,tertiary,no,no
132086,33,admin.,married,secondary,yes,no
132085,36,blue-collar,married,secondary,no,no
127586,34,management,married,tertiary,yes,no
127585,33,entrepreneur,married,tertiary,yes,no
130069,42,blue-collar,divorced,secondary,no,no
113128,45,services,single,secondary,no,yes
122175,57,technician,single,secondary,no,no
131102,74,retired,married,secondary,no,no
117828,39,admin.,married,tertiary,no,no
120039,33,management,married,tertiary,no,no
120040,46,management,married,tertiary,yes,no
143173,38,technician,single,secondary,no,no
136006,38,self-employed,single,tertiary,yes,no
112719,39,technician,single,secondary,yes,no
117251,39,blue-collar,married,secondary,yes,no
117252,58,self-employed,married,tertiary,no,yes
139757,28,admin.,single,tertiary,no,no
139400,28,student,single,secondary,no,no
141332,72,retired,divorced,primary,no,no
139559,27,technician,single,secondary,no,no
135466,27,blue-collar,single,secondary,yes,no
133157,29,admin.,married,secondary,yes,no
133158,41,blue-collar,married,secondary,yes,no
102382,36,blue-collar,married,secondary,yes,no
130059,30,admin.,single,tertiary,yes,no
127656,32,technician,single,tertiary,yes,no
140913,34,unemployed,single,tertiary,no,no
110312,47,services,married,secondary,yes,no
102871,48,blue-collar,married,secondary,yes,no
140538,55,management,married,unknown,no,no
140537,43,technician,married,secondary,no,no
117103,46,blue-collar,married,primary,no,yes
140588,63,retired,single,tertiary,no,no
120859,41,management,divorced,tertiary,yes,no
101833,40,blue-collar,married,secondary,yes,no
101834,27,blue-collar,married,tertiary,no,no
120831,35,technician,divorced,secondary,yes,no
130624,31,blue-collar,single,secondary,no,yes
102199,29,unemployed,married,secondary,no,yes
137935,31,blue-collar,single,primary,yes,no
